Description,Price,ModleName,Carrier,Brand,FormFactor,Memory,OperatingSystem,Color,Cellular,SimCount,Year,AdditionalComponents,SellerStore,StoreLink,ProductLink
"Samsung Galaxy S21 5G, US Version, 128GB, Phantom White - Unlocked (Renewed)",$575.00,S21,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Phantom White,5G,,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S21-5G-Version/dp/B08XLYY4TW/ref=sr_1_36?keywords=used+phones&qid=1646080917&sr=8-36
"TCL 20 SE 6.82"" Unlocked Cellphone, 4GB RAM + 128GB ROM, US Version Android 11 Smartphone with 48MP Rear AI Quad-Camera, 5000mAh Big Battery, Dual Speaker, OTG Reverse Charging Octa-Core, Aurora Green",$189.99,TCL 20 SE,AT&T,TCL,Smartphone,128 GB,Android 11,Aurora Green,4G,,2021.0,Adapter,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A088291415ZHLA05YGTI&url=%2FTCL-Cellphone-Smartphone-Quad-Camera-Octa-Core%2Fdp%2FB0949744D3%2Fref%3Dsr_1_37_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080917%26sr%3D8-37-spons%26psc%3D1&qualifier=1646080917&id=3535412071934954&widgetName=sp_btf
"TCL 10L, Unlocked Android Smartphone, 256GB+6GB RAM, with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 4000mAh Battery, Arctic White",$219.99,TCL 10L,AT&T,TCL,Smartphone,256 GB,,Arctic White,4G,Single SIM,,,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg2_1?ie=UTF8&adId=A0664045UNSYF8495ZDD&url=%2FTCL-Unlocked-Android-Smartphone-Display%2Fdp%2FB0951TM7JS%2Fref%3Dsr_1_38_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080917%26sr%3D8-38-spons%26psc%3D1&qualifier=1646080917&id=3535412071934954&widgetName=sp_btf
"Unlocked Cell Phone, W8 Android Smartphone, 5.75-inch IPS Full-Screen，1GB RAM 8GB ROM，Front and Rear Cameras，Only Supports The SIM Card Frequency Band of 3GWCDMA (850/2100MHZ) Blue",$58.99,W8,Unlocked for All Carriers,Aderroo,Smartphone,8 GB,Android,Blue,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A0189523ES3NNM1ZE3PR&url=%2FW8-Smartphone-5-75-inch-Full-Screen%25EF%25BC%258C1GB-Cameras%25EF%25BC%258COnly%2Fdp%2FB09FDVY8H2%2Fref%3Dsr_1_33_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-33-spons%26psc%3D1&qualifier=1646080921&id=7521277201537639&widgetName=sp_atf_next
"TCL 10L, Unlocked Android Smartphone, 256GB+6GB RAM, with 6.53"" FHD + LCD Display, 48MP Quad Rear Camera System, 4000mAh Battery, Mariana Blue",$219.99,TCL 10L,AT&T,TCL,Smartphone,256 GB,,Mariana Blue,4G,Single SIM,,,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg3_1?ie=UTF8&adId=A06639213IZO3PQTO0F8O&url=%2FTCL-Unlocked-Android-Smartphone-Display%2Fdp%2FB0951THCXK%2Fref%3Dsr_1_34_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-34-spons%26psc%3D1&qualifier=1646080921&id=7521277201537639&widgetName=sp_atf_next
"Samsung Galaxy A12 (A127F) 128GB Dual SIM, GSM Unlocked, (CDMA Verizon/Sprint Not Supported) Smartphone International Version (Fast Car Charger Bundle) No Warranty (Black)",$178.00,A12,Unlocked for All Carriers,Samsung Electronics,Smartphone,4 GB,Android 11,Black,,Dual SIM,2021.0,Adapter,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Unlocked-Supported-Smartphone-International/dp/B09G789CPG/ref=sr_1_35?keywords=used+phones&qid=1646080921&sr=8-35
"SAMSUNG Galaxy S20 FE 5G Factory Unlocked Android Cell Phone 128GB US Version Smartphone Pro-Grade Camera 30X Space Zoom Night Mode, Cloud Mint Green",$651.68,S20FE,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Cloud Green,5G,,,"Travel Adapter, Handset, Data Cable, Ejection Pin",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Factory-Unlocked-Smartphone-Pro-Grade/dp/B08FYVMRM5/ref=sr_1_36?keywords=used+phones&qid=1646080921&sr=8-36
BLU J6 | 2020 | Long Lasting Battery | Unlocked | 6.0” HD+ Display | 32GB | 8MP Camera | US Warranty | Blue,$69.99,J6,Unlocked for All Carriers,BLU,Smartphone,32 GB,Android 10.0,BLUE,3G,,2020.0,"Adapter, USB Cable",BLU Store,https://www.amazon.com/stores/BLUProducts/page/AA9E1BFD-E94A-4247-B28B-5A42DB54AFFD?ref_=ast_bln,https://www.amazon.com//BLU-Lasting-Battery-Unlocked-Warranty/dp/B097Z1P4GM/ref=sr_1_37?keywords=used+phones&qid=1646080921&sr=8-37
"Samsung Galaxy A12 (SM-A125F/DS) Dual SIM,128 GB, Factory Unlocked GSM, International Version - No Warranty - Blue",$182.40,,Unlocked for All Carriers,Samsung Electronics,Foldable Case,4 GB,Android 11,,4G,Dual SIM,2020.0,USB Cable,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-SM-A125F-Factory-Unlocked-International/dp/B08T1WZFN7/ref=sr_1_38?keywords=used+phones&qid=1646080921&sr=8-38
"artfone 3G Unlocked Senior Flip Cell Phone,Senior Phone with Charging Dock for The Elderly, Unlocked Mobile Phone(Compatibility Nationwide on AT&T or Any Other Carrier That use AT&T Network)",$53.99,,AT&T,Artfone,Flip,128 MB,,Grey,3G,Single SIM,,"Earphone, USB Cable",artfone Store,https://www.amazon.com/stores/artfone/page/75AFC2F0-0074-4D85-AF5E-152E2380B8A0?ref_=ast_bln,https://www.amazon.com//artfone-Unlocked-Charging-Compatibility-Nationwide/dp/B08G4K47GR/ref=sr_1_39?keywords=used+phones&qid=1646080921&sr=8-39
"Unlocked Smartphone, Ulefone Note 6 Unlocked Cell Phones, Android 11 Triple Card Slots, 6.1"" IPS Full-Screen, 3G Dual SIM Cell Phone Unlocked, 32GB 3300mAh, Face Recognition GPS Cheap Phones - Red",$86.99,Ulefone Note 6,T-Mobile,Ulefone,Smartphone,32 GB,Android 11,Red,2G,Dual SIM,2021.0,,Ulefone Store,https://www.amazon.com/stores/UlefonePhone/page/61DDA142-C23C-4CF9-8ADA-4BBB6B775310?ref_=ast_bln,https://www.amazon.com//Unlocked-Smartphone-Ulefone-Full-Screen-Recognition/dp/B09GBH1R88/ref=sr_1_40?keywords=used+phones&qid=1646080921&sr=8-40
TracFone LG Reflect LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - CDMA,$69.99,Reflect,Tracfone,TracFone,Smartphone,32 GB,Android,Black,LTE,,,"Phone, SIM, Charger",TracFone Store,https://www.amazon.com/stores/Tracfone/page/64B4FC0C-8D94-48E8-AF60-E606E348588D?ref_=ast_bln,https://www.amazon.com//TracFone-Reflect-Prepaid-Smartphone-Locked/dp/B08J5DRB63/ref=sr_1_41?keywords=used+phones&qid=1646080921&sr=8-41
"SAMSUNG Electronics Galaxy Z Flip 3 5G Factory Unlocked Android Cell Phone US Version Smartphone Flex Mode Intuitive Camera Compact 256GB Storage US Warranty, Phantom Black","$1,049.99",Z Flip 3 5G,Unlocked,Samsung Electronics,Flip,8 GB,Android,Phantom Black,5G,Single SIM,2021.0,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Electronics-Unlocked-Smartphone-Intuitive-Warranty/dp/B097CMW66M/ref=sr_1_42?keywords=used+phones&qid=1646080921&sr=8-42
"Xgody Mate10+ Smartphone Unlocked, Android 8.1 Cell Phones Cheap, Dual Sim-Free Mobile Phones with 5.5 inch HD Display, Dual 5MP Beauty Cameras + 8GB ROM (Black)",$65.99,Mate10+,AT&T,Xgody,Smartphone,8 GB,Android,Black,"3G, 2G",Dual SIM,,"Adapter, Screen Protector, Phone Case, USB Cable",Xgody Store,https://www.amazon.com/stores/Xgody/page/F8090749-375F-4C7D-8091-9D026278B221?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A092250419QI5GC7S1POT&url=%2FXgody-Smartphone-Unlocked-Android-Sim-Free%2Fdp%2FB08NF361J7%2Fref%3Dsr_1_43_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-43-spons%26psc%3D1&qualifier=1646080921&id=7521277201537639&widgetName=sp_mtf
Unlocked Cell Phone ，R4pro aderroo Android Smartphone，Dual SIM Card，5.75-inch IPS Full-Screen，1GB RAM 8GB ROM，Supports The SIM Card Frequency Band of 3GWCDMA：850/2100MHZ(Black),$59.99,R4,Unlocked for All Carriers,Aderroo,Smartphone,8 GB,Android,Black,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg3_1?ie=UTF8&adId=A02476741AWIC4OI2TFZ1&url=%2Faderroo-Smartphone%25EF%25BC%258CDual-Card%25EF%25BC%258C5-75-inch-Full-Screen%25EF%25BC%258C1GB-ROM%25EF%25BC%258CSupports%2Fdp%2FB096MHMX64%2Fref%3Dsr_1_44_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-44-spons%26psc%3D1&qualifier=1646080921&id=7521277201537639&widgetName=sp_mtf
"TCL 10 Pro Unlocked Android Smartphone with 6.47"" AMOLED FHD + Display, 64MP Quad Rear Camera System, 128GB+6GB RAM, 4500mAh Fast Charging Battery - Forest Mist Green",$399.99,TCL 10 Pro,"Unlocked, Verizon, Sprint, AT&T",TCL,Smartphone,128 GB,Android 11,Forest Mist Green,"4G, 3G, 2G",Single SIM,,,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//TCL-Unlocked-Android-Smartphone-Charging/dp/B087LW5VR1/ref=sr_1_45?keywords=used+phones&qid=1646080921&sr=8-45
"Mode Phone Unlocked Android Cell Phone - The Mobile Phone That Pays You - 64GB Dual SIM Smartphone 2022-6.52"" HD, 13MP Triple Camera, 4000 mAh Battery - AT&T, T-Mobile, Straight Talk, Mint & More",$99.00,MP1,Unlocked for All Carriers,Mode Money Phone,Smartphone,64 GB,Android 10.0,Black,2G,Dual SIM,,,e Money Phone,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=Mode+Money+Phone,https://www.amazon.com//Mode-Phone-Unlocked-Android-Cell/dp/B09G8ZRSFG/ref=sr_1_46?keywords=used+phones&qid=1646080921&sr=8-46
"Unlocked Rugged Smartphone, CUBOT King Kong 7 Android 11 Unlocked Rugged Phone, 6.36” HD+ Screen, 8GB+128GB, 64MP Main Camera IP68 Waterproof Phones, 4G Dual SIM Cell Phones, Face ID, NFC/GPS, Black",$239.99,KingKong 7,AT&T,CUBOT,IP68 Waterproof Smartphone,128 GB,Android 11,Black(128GB),4G,Dual SIM,2022.0,,CUBOT Store,https://www.amazon.com/stores/CUBOT/page/FCD70902-39D6-4517-BB6F-15C8A1F3DAC5?ref_=ast_bln,https://www.amazon.com//Smartphone-CUBOT-King-Kong-Waterproof/dp/B09CKCG7SH/ref=sr_1_47?keywords=used+phones&qid=1646080921&sr=8-47
"Samsung Galaxy S21 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 256GB, Phantom Gray (SM-G991UZAEXAA)",$849.99,O1,Unlocked,Samsung Electronics,Smartphone,256 GB,Android,Phantom Gray,5G,,2021.0,"Handset, Travel Adapter, Data Cable, Ejection Pin, USB Connector",Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Unlocked-Smartphone-Pro-Grade-SM-G991UZAEXAA/dp/B08N38M7NT/ref=sr_1_48?keywords=used+phones&qid=1646080921&sr=8-48
Net10 Motorola Moto e 4G LTE Prepaid Smartphone (Locked) - Midnight Blue - 32GB - Sim Card Included - CDMA,$54.00,Moto E,Tracfone,Net10,Smartphone,32 GB,Android,Black,LTE,,,"Phone, Charger, SIM",Net10 Store,https://www.amazon.com/stores/NET10/page/33CED46B-F8E2-45F8-B712-CA8270319FAA?ref_=ast_bln,https://www.amazon.com//Net10-Motorola-Prepaid-Smartphone-Locked/dp/B08J5BNFSY/ref=sr_1_49?keywords=used+phones&qid=1646080921&sr=8-49
"Samsung Galaxy S10+, 128GB, Prism White - Unlocked (Renewed)",$320.50,Galaxy S10+,Unlocked,Samsung Electronics,Smartphone,128 GB,Android 9.0,Prism White,LTE,Single SIM,2019.0,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Factory-Unlocked-Warranty-Renewed/dp/B07PFL29FR/ref=sr_1_50?keywords=used+phones&qid=1646080921&sr=8-50
"Apple iPhone 12 Pro Max, 512GB, Gold - Unlocked (Renewed Premium)","$1,149.00",IPhone 12 Pro Max,Unlocked,Apple,Smartphone,512 GB,IOS 12,Gold,LTE,,,"SIM Tray Ejector, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Apple-iPhone-12-Pro-Max/dp/B09JFRP37T/ref=sr_1_51?keywords=used+phones&qid=1646080921&sr=8-51
Samsung Galaxy S9 G960U 64GB Unlocked GSM 4G LTE Android Phone - Coral Blue (Renewed),$184.95,Galaxy S9,Unlocked,Samsung Electronics,Smartphone,64 GB,Android,Coral Blue,"4G, 2G",,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-G960U-Unlocked-Android/dp/B081QT6R64/ref=sr_1_52?keywords=used+phones&qid=1646080921&sr=8-52
"AGM H3 Rugged Smartphone Unlocked, Android 11 Cell Phone 4G LTE, 13MP Infrared Night Quad Camera, IP68/IP69K Waterproof, 5.7"" HD+ Screen, 4GB+64GB, 5400mAh Battery, 2W Loud Speaker/PTT/GPS/NFC Black",$219.99,AGM-H3-00003,Unlocked for All Carriers,AGM,Smartphone,64 GB,Android 11,Black,4G,Dual SIM,2021.0,,AGM Store,https://www.amazon.com/stores/AGMMobile/page/B3D0F677-33B1-4E49-9A99-01E3C788D404?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A10078294JLAQ5PCHN0X&url=%2FAGM-Smartphone-Unlocked-Infrared-Waterproof%2Fdp%2FB09DSP8TSJ%2Fref%3Dsr_1_53_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-53-spons%26psc%3D1&qualifier=1646080921&id=7521277201537639&widgetName=sp_btf
"TCL 10 SE Unlocked Android Smartphone, 6.52"" V-Notch Display, US Version Cell Phone with 16 MP Rear AI Triple-Camera 4GB RAM + 64GB ROM, 4000mAh Fast Charging Battery, Polar Night",$159.99,TCL 10 SE,AT&T,TCL,Smartphone,64 GB,Android 10.0,Polar Night,4G,Single SIM,2020.0,,TCL Store,https://www.amazon.com/stores/TCL/page/0BC8946D-897E-41F0-837E-F776CEDFD8B3?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_btf_aps_sr_pg3_1?ie=UTF8&adId=A0468088ACZBCU3GZK64&url=%2FTCL-Unlocked-Smartphone-Triple-Camera-Charging%2Fdp%2FB09295GRFS%2Fref%3Dsr_1_54_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080921%26sr%3D8-54-spons%26psc%3D1%26smid%3DA30Q8ROZNHHS8N&qualifier=1646080921&id=7521277201537639&widgetName=sp_btf
"Unlocked Cell Phone, P5-F17pro Android Smartphone, 5.75-inch IPS Full-Screen，1GB RAM 8GB ROM，Front and Rear Cameras，Only Supports The SIM Card Frequency Band of 3GWCDMA (850/2100MHZ) (Blue)",$59.99,P5,T-Mobile,Aderroo,Smartphone,8 GB,Android,Blue,3G,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A04794393S1J3GLBMM53J&url=%2FP5-F17pro-Smartphone-5-75-inch-Full-Screen%25EF%25BC%258C1GB-Cameras%25EF%25BC%258COnly%2Fdp%2FB091TGN7SP%2Fref%3Dsr_1_49_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080924%26sr%3D8-49-spons%26psc%3D1&qualifier=1646080924&id=5710293680867922&widgetName=sp_atf_next
"Unlocked Cell Phone，Y99 Android Smartphone, 5.75-inch IPS Full-Screen，Dual SIM Card，2GB RAM 16GB ROM，Only Supports Dual SIM Card Frequency Band of 3GWCDMA ：850/2100MHZ（red）",$58.99,Y99,Unlocked for All Carriers,Aderroo,Smartphone,16 GB,Android,Red,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_atf_next_aps_sr_pg4_1?ie=UTF8&adId=A0566965320FYKD7DQJML&url=%2FPhone%25EF%25BC%258CY99-Smartphone-5-75-inch-Full-Screen%25EF%25BC%258CDual-2100MHZ%25EF%25BC%2588red%25EF%25BC%2589%2Fdp%2FB09KN69T2X%2Fref%3Dsr_1_50_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080924%26sr%3D8-50-spons%26psc%3D1&qualifier=1646080924&id=5710293680867922&widgetName=sp_atf_next
"Samsung Galaxy S21 5G | Factory Unlocked Android Cell Phone | US Version 5G Smartphone | Pro-Grade Camera, 8K Video, 64MP High Res | 128GB, Phantom Violet (SM-G991UZVAXAA) - (Renewed)",$539.50,S21 5G,Unlocked for All Carriers,Samsung Electronics,Smartphone,128 GB,Android,Phantom Violet,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S21-5G-SM-G991UZVAXAA/dp/B0933GDLZZ/ref=sr_1_51?keywords=used+phones&qid=1646080924&sr=8-51
Simple Mobile LG Premier Pro Plus 4G LTE Prepaid Smartphone (Locked) - Black - 32GB - Sim Card Included - GSM,$69.99,Premier Pro Plus,Simple Mobile,LG,Smartphone,32 GB,Android,Black,LTE,,,"Phone, SIM, Charger",LG Store,https://www.amazon.com/stores/LGElectronicsSTG/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,https://www.amazon.com//Simple-Mobile-Premier-Prepaid-Smartphone/dp/B08J4JPN7J/ref=sr_1_52?keywords=used+phones&qid=1646080924&sr=8-52
"Samsung Electronics Galaxy Note 20 Ultra 5G N986U Android Cell Phone, US Version, 128GB of Storage, Mobile Gaming Smartphone, Long-Lasting Battery - T-Mobile Locked - (Renewed)",$900.00,Note20 Ultra,T-Mobile,Samsung Electronics,Smartphone,128 GB,Android,Mystic Black,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Electronics-Galaxy-Ultra-Long-Lasting/dp/B0933K762G/ref=sr_1_53?keywords=used+phones&qid=1646080924&sr=8-53
CAT PHONES S61 Rugged Waterproof Smartphone with integrated FLIR camera,$525.00,CS61SBBNAMUN,Unlocked,CAT Phone,Smartphone,64 GB,Android,Black,4G,,,"Item, Micro USB Wall Charger, User Manual",Phone,https://www.amazon.com/CAT-Phone/b/ref=bl_dp_s_web_23637763011?ie=UTF8&node=23637763011&field-lbr_brands_browse-bin=CAT+Phone,https://www.amazon.com//CAT-PHONES-Waterproof-Smartphone-integrated/dp/B07DT7LBSK/ref=sr_1_54?keywords=used+phones&qid=1646080924&sr=8-54
Google - Pixel 3 XL with 128GB Memory Cell Phone (Unlocked) - Not Pink,$324.00,Google Pixel 3 XL,Unlocked,Google,Smartphone,4 GB,"Chrome OS, Android",Not Pink,4G,,,"USB-C to C Cable, USB-C to 3.5 mm adapter, SIM tool, USB-C digital earbud, Quick Start Guide",Google Store,https://www.amazon.com/stores/GoogleLLC/page/080B7645-8292-4117-A6CA-1BF598F3FE26?ref_=ast_bln,https://www.amazon.com//Google-Pixel-128-Not-Pink/dp/B07KSR3929/ref=sr_1_55?keywords=used+phones&qid=1646080924&sr=8-55
Samsung Galaxy S6 Active G890A 32GB Unlocked GSM 4G LTE Octa-Core Smartphone w/ 16MP Camera - White,$259.99,Galaxy S6 Active,"T-Mobile, Unlocked",Samsung Electronics,Smartphone,32 GB,Android 5.0,White,"4G, 2G",,,,Samsung Electronics Store,https://www.amazon.com/stores/SamsungElectronics/page/5DE4E0B0-7C27-45B4-9406-2291193DCBEF?ref_=ast_bln,https://www.amazon.com//Samsung-Galaxy-Unlocked-Octa-Core-Smartphone/dp/B014RXU3NE/ref=sr_1_56?keywords=used+phones&qid=1646080924&sr=8-56
"Samsung Galaxy Note 9, 128GB, Midnight Black - Unlocked (Renewed)",$260.95,Samsung Galaxy Note 9,Unlocked,Samsung Electronics,Smartphone,128 GB,Android,Midnight Black,2G,,,"Adapter, USB Cable",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Factory-Unlocked-Warranty-Midnight/dp/B07KNB1TN8/ref=sr_1_57?keywords=used+phones&qid=1646080924&sr=8-57
SAMSUNG Galaxy S9 G960U Verizon + GSM Unlocked 64GB (Midnight Black) (Renewed),$189.00,Galaxy S9,Unlocked,Samsung Electronics,Smartphone,64 GB,Android,Midnight Black,2G,,,"USB Charging Cable, USB Charging Block",Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-Galaxy-S9-Unlocked-Midnight/dp/B07P1BKNHP/ref=sr_1_58?keywords=used+phones&qid=1646080924&sr=8-58
TracFone Carrier-Locked LG Stylo 4 4G LTE Prepaid Smartphone - Black - 16GB - Sim Card Included - CDMA,$100.35,Stylo 4,Tracfone,LG,Smartphone,16 GB,Android 8.1,Black,LTE,,,"User Manual, Wall Charger, Phone, SIM",LG Store,https://www.amazon.com/stores/LGElectronicsSTG/page/E8585304-4D77-4965-9D22-B5F2CF409E38?ref_=ast_bln,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A07314271449UUF7VRXUB&url=%2FTracFone-Stylo-LTE-Prepaid-Smartphone%2Fdp%2FB07GC5QFX1%2Fref%3Dsr_1_59_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080924%26sr%3D8-59-spons%26psc%3D1&qualifier=1646080924&id=5710293680867922&widgetName=sp_mtf
"Unlocked Cell Phone, S18 aderroo Android Smartphone，Dual SIM Card，5.75-inch IPS Full-Screen，1GB RAM 8GB ROM，Front and Rear Cameras，Supports The SIM Card Frequency Band of 3GWCDMA：850/2100MHZ（Blue）",$57.77,S18,Unlocked for All Carriers,Aderroo,Smartphone,8 GB,Android,Blue,WCDMA,Dual SIM,2021.0,,rroo,https://www.amazon.com/s/ref=bl_dp_s_web_0?ie=UTF8&search-alias=aps&field-keywords=aderroo,https://www.amazon.com//gp/slredirect/picassoRedirect.html/ref=pa_sp_mtf_aps_sr_pg4_1?ie=UTF8&adId=A01815313JU1G2ET3LE4D&url=%2FS18-aderroo-Smartphone%25EF%25BC%258CDual-Full-Screen%25EF%25BC%258C1GB-Cameras%25EF%25BC%258CSupports%2Fdp%2FB09B9ZV9YG%2Fref%3Dsr_1_60_sspa%3Fkeywords%3Dused%2Bphones%26qid%3D1646080924%26sr%3D8-60-spons%26psc%3D1&qualifier=1646080924&id=5710293680867922&widgetName=sp_mtf
Samsung Galaxy S20+ 5G 128GB Fully Unlocked Smartphone (Renewed),$558.44,Samsung Galaxy S20+ Plus 5G,Verizon,Samsung Electronics,Smartphone,128 GB,Android,Cloud Blue,5G,,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Galaxy-S20-5G-Unlocked-Smartphone/dp/B08FRTH1KJ/ref=sr_1_61?keywords=used+phones&qid=1646080924&sr=8-61
"Samsung Galaxy A11 SM-A115A 32GB Single-Sim Android Smartphone - Black (Renewed) (Black, GSM Unlocked)",$129.99,,Unlocked,Samsung Electronics,Smartphone,32 GB,Android,Black,2G,Single SIM,,,Amazon Renewed Store,https://www.amazon.com/Amazon-Renewed/b/ref=bl_dp_s_web_12653393011?ie=UTF8&node=12653393011&field-lbr_brands_browse-bin=Amazon+Renewed,https://www.amazon.com//Samsung-SM-A115A-Single-Sim-Android-Smartphone/dp/B08NC5G33F/ref=sr_1_62?keywords=used+phones&qid=1646080924&sr=8-62
